"TimeID";"Day";"Week";"Month";"Season";"Quarter";"Year"
652;14;"Friday";"October";"Spring";4;2016
653;15;"Saturday";"October";"Spring";4;2016
654;16;"Sunday";"October";"Spring";4;2016
655;17;"Monday";"October";"Spring";4;2016
656;18;"Tuesday";"October";"Spring";4;2016
657;19;"Wednesday";"October";"Spring";4;2016
658;20;"Thursday";"October";"Spring";4;2016
659;21;"Friday";"October";"Spring";4;2016
660;22;"Saturday";"October";"Spring";4;2016
661;23;"Sunday";"October";"Spring";4;2016
662;24;"Monday";"October";"Spring";4;2016
663;25;"Tuesday";"October";"Spring";4;2016
664;26;"Wednesday";"October";"Spring";4;2016
665;27;"Thursday";"October";"Spring";4;2016
666;28;"Friday";"October";"Spring";4;2016
667;29;"Saturday";"October";"Spring";4;2016
668;30;"Sunday";"October";"Spring";4;2016
669;31;"Monday";"October";"Spring";4;2016
670;1;"Tuesday";"November";"Spring";4;2016
671;2;"Wednesday";"November";"Spring";4;2016
672;3;"Thursday";"November";"Spring";4;2016
673;4;"Friday";"November";"Spring";4;2016
674;5;"Saturday";"November";"Spring";4;2016
675;6;"Sunday";"November";"Spring";4;2016
676;7;"Monday";"November";"Spring";4;2016
677;8;"Tuesday";"November";"Spring";4;2016
678;9;"Wednesday";"November";"Spring";4;2016
679;10;"Thursday";"November";"Spring";4;2016
680;11;"Friday";"November";"Spring";4;2016
681;12;"Saturday";"November";"Spring";4;2016
682;13;"Sunday";"November";"Spring";4;2016
683;14;"Monday";"November";"Spring";4;2016
684;15;"Tuesday";"November";"Spring";4;2016
685;16;"Wednesday";"November";"Spring";4;2016
686;17;"Thursday";"November";"Spring";4;2016
687;18;"Friday";"November";"Spring";4;2016
688;19;"Saturday";"November";"Spring";4;2016
689;20;"Sunday";"November";"Spring";4;2016
690;21;"Monday";"November";"Spring";4;2016
691;22;"Tuesday";"November";"Spring";4;2016
692;23;"Wednesday";"November";"Spring";4;2016
693;24;"Thursday";"November";"Spring";4;2016
694;25;"Friday";"November";"Spring";4;2016
695;26;"Saturday";"November";"Spring";4;2016
696;27;"Sunday";"November";"Spring";4;2016
697;28;"Monday";"November";"Spring";4;2016
698;29;"Tuesday";"November";"Spring";4;2016
699;30;"Wednesday";"November";"Spring";4;2016
700;1;"Thursday";"December";"Summer";4;2016
701;2;"Friday";"December";"Summer";4;2016
702;3;"Saturday";"December";"Summer";4;2016
703;4;"Sunday";"December";"Summer";4;2016
704;5;"Monday";"December";"Summer";4;2016
705;6;"Tuesday";"December";"Summer";4;2016
706;7;"Wednesday";"December";"Summer";4;2016
707;8;"Thursday";"December";"Summer";4;2016
708;9;"Friday";"December";"Summer";4;2016
709;10;"Saturday";"December";"Summer";4;2016
710;11;"Sunday";"December";"Summer";4;2016
711;12;"Monday";"December";"Summer";4;2016
712;13;"Tuesday";"December";"Summer";4;2016
713;14;"Wednesday";"December";"Summer";4;2016
714;15;"Thursday";"December";"Summer";4;2016
715;16;"Friday";"December";"Summer";4;2016
716;17;"Saturday";"December";"Summer";4;2016
717;18;"Sunday";"December";"Summer";4;2016
718;19;"Monday";"December";"Summer";4;2016
719;20;"Tuesday";"December";"Summer";4;2016
720;21;"Wednesday";"December";"Summer";4;2016
721;22;"Thursday";"December";"Summer";4;2016
722;23;"Friday";"December";"Summer";4;2016
723;24;"Saturday";"December";"Summer";4;2016
724;25;"Sunday";"December";"Summer";4;2016
725;26;"Monday";"December";"Summer";4;2016
726;27;"Tuesday";"December";"Summer";4;2016
727;28;"Wednesday";"December";"Summer";4;2016
728;29;"Thursday";"December";"Summer";4;2016
729;30;"Friday";"December";"Summer";4;2016
730;31;"Saturday";"December";"Summer";4;2016
731;1;"Sunday";"January";"Summer";1;2017
732;2;"Monday";"January";"Summer";1;2017
733;3;"Tuesday";"January";"Summer";1;2017
734;4;"Wednesday";"January";"Summer";1;2017
735;5;"Thursday";"January";"Summer";1;2017
736;6;"Friday";"January";"Summer";1;2017
737;7;"Saturday";"January";"Summer";1;2017
738;8;"Sunday";"January";"Summer";1;2017
739;9;"Monday";"January";"Summer";1;2017
740;10;"Tuesday";"January";"Summer";1;2017
741;11;"Wednesday";"January";"Summer";1;2017
742;12;"Thursday";"January";"Summer";1;2017
743;13;"Friday";"January";"Summer";1;2017
744;14;"Saturday";"January";"Summer";1;2017
745;15;"Sunday";"January";"Summer";1;2017
746;16;"Monday";"January";"Summer";1;2017
747;17;"Tuesday";"January";"Summer";1;2017
748;18;"Wednesday";"January";"Summer";1;2017
749;19;"Thursday";"January";"Summer";1;2017
750;20;"Friday";"January";"Summer";1;2017
751;21;"Saturday";"January";"Summer";1;2017
752;22;"Sunday";"January";"Summer";1;2017
753;23;"Monday";"January";"Summer";1;2017
754;24;"Tuesday";"January";"Summer";1;2017
755;25;"Wednesday";"January";"Summer";1;2017
756;26;"Thursday";"January";"Summer";1;2017
757;27;"Friday";"January";"Summer";1;2017
758;28;"Saturday";"January";"Summer";1;2017
759;29;"Sunday";"January";"Summer";1;2017
760;30;"Monday";"January";"Summer";1;2017
761;31;"Tuesday";"January";"Summer";1;2017
762;1;"Wednesday";"February";"Summer";1;2017
763;2;"Thursday";"February";"Summer";1;2017
764;3;"Friday";"February";"Summer";1;2017
765;4;"Saturday";"February";"Summer";1;2017
766;5;"Sunday";"February";"Summer";1;2017
767;6;"Monday";"February";"Summer";1;2017
768;7;"Tuesday";"February";"Summer";1;2017
769;8;"Wednesday";"February";"Summer";1;2017
770;9;"Thursday";"February";"Summer";1;2017
771;10;"Friday";"February";"Summer";1;2017
772;11;"Saturday";"February";"Summer";1;2017
773;12;"Sunday";"February";"Summer";1;2017
774;13;"Monday";"February";"Summer";1;2017
775;14;"Tuesday";"February";"Summer";1;2017
776;15;"Wednesday";"February";"Summer";1;2017
777;16;"Thursday";"February";"Summer";1;2017
778;17;"Friday";"February";"Summer";1;2017
779;18;"Saturday";"February";"Summer";1;2017
780;19;"Sunday";"February";"Summer";1;2017
781;20;"Monday";"February";"Summer";1;2017
782;21;"Tuesday";"February";"Summer";1;2017
783;22;"Wednesday";"February";"Summer";1;2017
784;23;"Thursday";"February";"Summer";1;2017
785;24;"Friday";"February";"Summer";1;2017
786;25;"Saturday";"February";"Summer";1;2017
787;26;"Sunday";"February";"Summer";1;2017
788;27;"Monday";"February";"Summer";1;2017
789;28;"Tuesday";"February";"Summer";1;2017
790;1;"Wednesday";"March";"Autumn";1;2017
791;2;"Thursday";"March";"Autumn";1;2017
792;3;"Friday";"March";"Autumn";1;2017
793;4;"Saturday";"March";"Autumn";1;2017
794;5;"Sunday";"March";"Autumn";1;2017
795;6;"Monday";"March";"Autumn";1;2017
796;7;"Tuesday";"March";"Autumn";1;2017
797;8;"Wednesday";"March";"Autumn";1;2017
798;9;"Thursday";"March";"Autumn";1;2017
799;10;"Friday";"March";"Autumn";1;2017
800;11;"Saturday";"March";"Autumn";1;2017
801;12;"Sunday";"March";"Autumn";1;2017
802;13;"Monday";"March";"Autumn";1;2017
803;14;"Tuesday";"March";"Autumn";1;2017
804;15;"Wednesday";"March";"Autumn";1;2017
805;16;"Thursday";"March";"Autumn";1;2017
806;17;"Friday";"March";"Autumn";1;2017
807;18;"Saturday";"March";"Autumn";1;2017
808;19;"Sunday";"March";"Autumn";1;2017
809;20;"Monday";"March";"Autumn";1;2017
810;21;"Tuesday";"March";"Autumn";1;2017
811;22;"Wednesday";"March";"Autumn";1;2017
812;23;"Thursday";"March";"Autumn";1;2017
813;24;"Friday";"March";"Autumn";1;2017
814;25;"Saturday";"March";"Autumn";1;2017
815;26;"Sunday";"March";"Autumn";1;2017
816;27;"Monday";"March";"Autumn";1;2017
817;28;"Tuesday";"March";"Autumn";1;2017
818;29;"Wednesday";"March";"Autumn";1;2017
819;30;"Thursday";"March";"Autumn";1;2017
820;31;"Friday";"March";"Autumn";1;2017
821;1;"Saturday";"April";"Autumn";2;2017
822;2;"Sunday";"April";"Autumn";2;2017
823;3;"Monday";"April";"Autumn";2;2017
824;4;"Tuesday";"April";"Autumn";2;2017
825;5;"Wednesday";"April";"Autumn";2;2017
826;6;"Thursday";"April";"Autumn";2;2017
827;7;"Friday";"April";"Autumn";2;2017
828;8;"Saturday";"April";"Autumn";2;2017
829;9;"Sunday";"April";"Autumn";2;2017
830;10;"Monday";"April";"Autumn";2;2017
831;11;"Tuesday";"April";"Autumn";2;2017
832;12;"Wednesday";"April";"Autumn";2;2017
833;13;"Thursday";"April";"Autumn";2;2017
834;14;"Friday";"April";"Autumn";2;2017
835;15;"Saturday";"April";"Autumn";2;2017
836;16;"Sunday";"April";"Autumn";2;2017
837;17;"Monday";"April";"Autumn";2;2017
838;18;"Tuesday";"April";"Autumn";2;2017
839;19;"Wednesday";"April";"Autumn";2;2017
840;20;"Thursday";"April";"Autumn";2;2017
841;21;"Friday";"April";"Autumn";2;2017
842;22;"Saturday";"April";"Autumn";2;2017
843;23;"Sunday";"April";"Autumn";2;2017
844;24;"Monday";"April";"Autumn";2;2017
845;25;"Tuesday";"April";"Autumn";2;2017
846;26;"Wednesday";"April";"Autumn";2;2017
847;27;"Thursday";"April";"Autumn";2;2017
848;28;"Friday";"April";"Autumn";2;2017
849;29;"Saturday";"April";"Autumn";2;2017
850;30;"Sunday";"April";"Autumn";2;2017
851;1;"Monday";"May";"Autumn";2;2017
852;2;"Tuesday";"May";"Autumn";2;2017
853;3;"Wednesday";"May";"Autumn";2;2017
854;4;"Thursday";"May";"Autumn";2;2017
855;5;"Friday";"May";"Autumn";2;2017
856;6;"Saturday";"May";"Autumn";2;2017
857;7;"Sunday";"May";"Autumn";2;2017
858;8;"Monday";"May";"Autumn";2;2017
859;9;"Tuesday";"May";"Autumn";2;2017
860;10;"Wednesday";"May";"Autumn";2;2017
861;11;"Thursday";"May";"Autumn";2;2017
862;12;"Friday";"May";"Autumn";2;2017
863;13;"Saturday";"May";"Autumn";2;2017
864;14;"Sunday";"May";"Autumn";2;2017
865;15;"Monday";"May";"Autumn";2;2017
866;16;"Tuesday";"May";"Autumn";2;2017
867;17;"Wednesday";"May";"Autumn";2;2017
868;18;"Thursday";"May";"Autumn";2;2017
869;19;"Friday";"May";"Autumn";2;2017
870;20;"Saturday";"May";"Autumn";2;2017
871;21;"Sunday";"May";"Autumn";2;2017
872;22;"Monday";"May";"Autumn";2;2017
873;23;"Tuesday";"May";"Autumn";2;2017
874;24;"Wednesday";"May";"Autumn";2;2017
875;25;"Thursday";"May";"Autumn";2;2017
876;26;"Friday";"May";"Autumn";2;2017
877;27;"Saturday";"May";"Autumn";2;2017
878;28;"Sunday";"May";"Autumn";2;2017
879;29;"Monday";"May";"Autumn";2;2017
880;30;"Tuesday";"May";"Autumn";2;2017
881;31;"Wednesday";"May";"Autumn";2;2017
882;1;"Thursday";"June";"Autumn";2;2017
883;2;"Friday";"June";"Winter";2;2017
884;3;"Saturday";"June";"Winter";2;2017
885;4;"Sunday";"June";"Winter";2;2017
886;5;"Monday";"June";"Winter";2;2017
887;6;"Tuesday";"June";"Winter";2;2017
888;7;"Wednesday";"June";"Winter";2;2017
889;8;"Thursday";"June";"Winter";2;2017
890;9;"Friday";"June";"Winter";2;2017
891;10;"Saturday";"June";"Winter";2;2017
892;11;"Sunday";"June";"Winter";2;2017
893;12;"Monday";"June";"Winter";2;2017
894;13;"Tuesday";"June";"Winter";2;2017
895;14;"Wednesday";"June";"Winter";2;2017
896;15;"Thursday";"June";"Winter";2;2017
897;16;"Friday";"June";"Winter";2;2017
898;17;"Saturday";"June";"Winter";2;2017
899;18;"Sunday";"June";"Winter";2;2017
900;19;"Monday";"June";"Winter";2;2017
901;20;"Tuesday";"June";"Winter";2;2017
902;21;"Wednesday";"June";"Winter";2;2017
903;22;"Thursday";"June";"Winter";2;2017
904;23;"Friday";"June";"Winter";2;2017
905;24;"Saturday";"June";"Winter";2;2017
906;25;"Sunday";"June";"Winter";2;2017
907;26;"Monday";"June";"Winter";2;2017
908;27;"Tuesday";"June";"Winter";2;2017
909;28;"Wednesday";"June";"Winter";2;2017
910;29;"Thursday";"June";"Winter";2;2017
911;30;"Friday";"June";"Winter";2;2017
912;1;"Saturday";"July";"Winter";3;2017
913;2;"Sunday";"July";"Winter";3;2017
914;3;"Monday";"July";"Winter";3;2017
915;4;"Tuesday";"July";"Winter";3;2017
916;5;"Wednesday";"July";"Winter";3;2017
917;6;"Thursday";"July";"Winter";3;2017
918;7;"Friday";"July";"Winter";3;2017
919;8;"Saturday";"July";"Winter";3;2017
920;9;"Sunday";"July";"Winter";3;2017
921;10;"Monday";"July";"Winter";3;2017
922;11;"Tuesday";"July";"Winter";3;2017
923;12;"Wednesday";"July";"Winter";3;2017
924;13;"Thursday";"July";"Winter";3;2017
925;14;"Friday";"July";"Winter";3;2017
926;15;"Saturday";"July";"Winter";3;2017
927;16;"Sunday";"July";"Winter";3;2017
928;17;"Monday";"July";"Winter";3;2017
929;18;"Tuesday";"July";"Winter";3;2017
930;19;"Wednesday";"July";"Winter";3;2017
931;20;"Thursday";"July";"Winter";3;2017
932;21;"Friday";"July";"Winter";3;2017
933;22;"Saturday";"July";"Winter";3;2017
934;23;"Sunday";"July";"Winter";3;2017
935;24;"Monday";"July";"Winter";3;2017
936;25;"Tuesday";"July";"Winter";3;2017
937;26;"Wednesday";"July";"Winter";3;2017
938;27;"Thursday";"July";"Winter";3;2017
939;28;"Friday";"July";"Winter";3;2017
940;29;"Saturday";"July";"Winter";3;2017
941;30;"Sunday";"July";"Winter";3;2017
942;31;"Monday";"July";"Winter";3;2017
943;1;"Tuesday";"August";"Winter";3;2017
944;2;"Wednesday";"August";"Winter";3;2017
945;3;"Thursday";"August";"Winter";3;2017
946;4;"Friday";"August";"Winter";3;2017
947;5;"Saturday";"August";"Winter";3;2017
948;6;"Sunday";"August";"Winter";3;2017
949;7;"Monday";"August";"Winter";3;2017
950;8;"Tuesday";"August";"Winter";3;2017
951;9;"Wednesday";"August";"Winter";3;2017
952;10;"Thursday";"August";"Winter";3;2017
953;11;"Friday";"August";"Winter";3;2017
954;12;"Saturday";"August";"Winter";3;2017
955;13;"Sunday";"August";"Winter";3;2017
956;14;"Monday";"August";"Winter";3;2017
957;15;"Tuesday";"August";"Winter";3;2017
958;16;"Wednesday";"August";"Winter";3;2017
959;17;"Thursday";"August";"Winter";3;2017
960;18;"Friday";"August";"Winter";3;2017
961;19;"Saturday";"August";"Winter";3;2017
962;20;"Sunday";"August";"Winter";3;2017
963;21;"Monday";"August";"Winter";3;2017
964;22;"Tuesday";"August";"Winter";3;2017
965;23;"Wednesday";"August";"Winter";3;2017
966;24;"Thursday";"August";"Winter";3;2017
967;25;"Friday";"August";"Winter";3;2017
968;26;"Saturday";"August";"Winter";3;2017
969;27;"Sunday";"August";"Winter";3;2017
970;28;"Monday";"August";"Winter";3;2017
971;29;"Tuesday";"August";"Winter";3;2017
972;30;"Wednesday";"August";"Winter";3;2017
973;31;"Thursday";"August";"Winter";3;2017
974;1;"Friday";"September";"Winter";3;2017
975;2;"Saturday";"September";"Winter";3;2017
976;3;"Sunday";"September";"Winter";3;2017
977;4;"Monday";"September";"Winter";3;2017
978;5;"Tuesday";"September";"Winter";3;2017
979;6;"Wednesday";"September";"Winter";3;2017
980;7;"Thursday";"September";"Winter";3;2017
981;8;"Friday";"September";"Winter";3;2017
982;9;"Saturday";"September";"Winter";3;2017
983;10;"Sunday";"September";"Winter";3;2017
984;11;"Monday";"September";"Winter";3;2017
985;12;"Tuesday";"September";"Winter";3;2017
986;13;"Wednesday";"September";"Winter";3;2017
987;14;"Thursday";"September";"Winter";3;2017
988;15;"Friday";"September";"Winter";3;2017
989;16;"Saturday";"September";"Winter";3;2017
990;17;"Sunday";"September";"Winter";3;2017
991;18;"Monday";"September";"Winter";3;2017
992;19;"Tuesday";"September";"Winter";3;2017
993;20;"Wednesday";"September";"Winter";3;2017
994;21;"Thursday";"September";"Winter";3;2017
995;22;"Friday";"September";"Winter";3;2017
996;23;"Saturday";"September";"Winter";3;2017
997;24;"Sunday";"September";"Winter";3;2017
998;25;"Monday";"September";"Winter";3;2017
999;26;"Tuesday";"September";"Winter";3;2017
1000;27;"Wednesday";"September";"Winter";3;2017
1001;28;"Thursday";"September";"Winter";3;2017
1002;29;"Friday";"September";"Winter";3;2017
1003;30;"Saturday";"September";"Winter";3;2017
1004;1;"Sunday";"October";"Spring";4;2017
1005;2;"Monday";"October";"Spring";4;2017
1006;3;"Tuesday";"October";"Spring";4;2017
1007;4;"Wednesday";"October";"Spring";4;2017
1008;5;"Thursday";"October";"Spring";4;2017
1009;6;"Friday";"October";"Spring";4;2017
1010;7;"Saturday";"October";"Spring";4;2017
1011;8;"Sunday";"October";"Spring";4;2017
1012;9;"Monday";"October";"Spring";4;2017
1013;10;"Tuesday";"October";"Spring";4;2017
1014;11;"Wednesday";"October";"Spring";4;2017
1015;12;"Thursday";"October";"Spring";4;2017
1016;13;"Friday";"October";"Spring";4;2017
1017;14;"Saturday";"October";"Spring";4;2017
1018;15;"Sunday";"October";"Spring";4;2017
1019;16;"Monday";"October";"Spring";4;2017
1020;17;"Tuesday";"October";"Spring";4;2017
1021;18;"Wednesday";"October";"Spring";4;2017
1022;19;"Thursday";"October";"Spring";4;2017
1023;20;"Friday";"October";"Spring";4;2017
1024;21;"Saturday";"October";"Spring";4;2017
1025;22;"Sunday";"October";"Spring";4;2017
1026;23;"Monday";"October";"Spring";4;2017
1027;24;"Tuesday";"October";"Spring";4;2017
1028;25;"Wednesday";"October";"Spring";4;2017
1029;26;"Thursday";"October";"Spring";4;2017
1030;27;"Friday";"October";"Spring";4;2017
1031;28;"Saturday";"October";"Spring";4;2017
1032;29;"Sunday";"October";"Spring";4;2017
1033;30;"Monday";"October";"Spring";4;2017
1034;31;"Tuesday";"October";"Spring";4;2017
1035;1;"Wednesday";"November";"Spring";4;2017
1036;2;"Thursday";"November";"Spring";4;2017
1037;3;"Friday";"November";"Spring";4;2017
1038;4;"Saturday";"November";"Spring";4;2017
1039;5;"Sunday";"November";"Spring";4;2017
1040;6;"Monday";"November";"Spring";4;2017
1041;7;"Tuesday";"November";"Spring";4;2017
1042;8;"Wednesday";"November";"Spring";4;2017
1043;9;"Thursday";"November";"Spring";4;2017
1044;10;"Friday";"November";"Spring";4;2017
1045;11;"Saturday";"November";"Spring";4;2017
1046;12;"Sunday";"November";"Spring";4;2017
1047;13;"Monday";"November";"Spring";4;2017
1048;14;"Tuesday";"November";"Spring";4;2017
1049;15;"Wednesday";"November";"Spring";4;2017
1050;16;"Thursday";"November";"Spring";4;2017
1051;17;"Friday";"November";"Spring";4;2017
1052;18;"Saturday";"November";"Spring";4;2017
1053;19;"Sunday";"November";"Spring";4;2017
1054;20;"Monday";"November";"Spring";4;2017
1055;21;"Tuesday";"November";"Spring";4;2017
1056;22;"Wednesday";"November";"Spring";4;2017
1057;23;"Thursday";"November";"Spring";4;2017
1058;24;"Friday";"November";"Spring";4;2017
1059;25;"Saturday";"November";"Spring";4;2017
1060;26;"Sunday";"November";"Spring";4;2017
1061;27;"Monday";"November";"Spring";4;2017
1062;28;"Tuesday";"November";"Spring";4;2017
1063;29;"Wednesday";"November";"Spring";4;2017
1064;30;"Thursday";"November";"Spring";4;2017
1065;1;"Friday";"December";"Summer";4;2017
1066;2;"Saturday";"December";"Summer";4;2017
1067;3;"Sunday";"December";"Summer";4;2017
1068;4;"Monday";"December";"Summer";4;2017
1069;5;"Tuesday";"December";"Summer";4;2017
1070;6;"Wednesday";"December";"Summer";4;2017
1071;7;"Thursday";"December";"Summer";4;2017
1072;8;"Friday";"December";"Summer";4;2017
1073;9;"Saturday";"December";"Summer";4;2017
1074;10;"Sunday";"December";"Summer";4;2017
1075;11;"Monday";"December";"Summer";4;2017
1076;12;"Tuesday";"December";"Summer";4;2017
1077;13;"Wednesday";"December";"Summer";4;2017
1078;14;"Thursday";"December";"Summer";4;2017
1079;15;"Friday";"December";"Summer";4;2017
1080;16;"Saturday";"December";"Summer";4;2017
1081;17;"Sunday";"December";"Summer";4;2017
1082;18;"Monday";"December";"Summer";4;2017
1083;19;"Tuesday";"December";"Summer";4;2017
1084;20;"Wednesday";"December";"Summer";4;2017
1085;21;"Thursday";"December";"Summer";4;2017
1086;22;"Friday";"December";"Summer";4;2017
1087;23;"Saturday";"December";"Summer";4;2017
1088;24;"Sunday";"December";"Summer";4;2017
1089;25;"Monday";"December";"Summer";4;2017
1090;26;"Tuesday";"December";"Summer";4;2017
1091;27;"Wednesday";"December";"Summer";4;2017
1092;28;"Thursday";"December";"Summer";4;2017
1093;29;"Friday";"December";"Summer";4;2017
1094;30;"Saturday";"December";"Summer";4;2017
1095;31;"Sunday";"December";"Summer";4;2017
1096;1;"Monday";"January";"Summer";1;2018
1097;2;"Tuesday";"January";"Summer";1;2018
1098;3;"Wednesday";"January";"Summer";1;2018
1099;4;"Thursday";"January";"Summer";1;2018
1100;5;"Friday";"January";"Summer";1;2018
1101;6;"Saturday";"January";"Summer";1;2018
1102;7;"Sunday";"January";"Summer";1;2018
1103;8;"Monday";"January";"Summer";1;2018
1104;9;"Tuesday";"January";"Summer";1;2018
1105;10;"Wednesday";"January";"Summer";1;2018
1106;11;"Thursday";"January";"Summer";1;2018
1107;12;"Friday";"January";"Summer";1;2018
1108;13;"Saturday";"January";"Summer";1;2018
1109;14;"Sunday";"January";"Summer";1;2018
1110;15;"Monday";"January";"Summer";1;2018
1111;16;"Tuesday";"January";"Summer";1;2018
1112;17;"Wednesday";"January";"Summer";1;2018
1113;18;"Thursday";"January";"Summer";1;2018
1114;19;"Friday";"January";"Summer";1;2018
1115;20;"Saturday";"January";"Summer";1;2018
1116;21;"Sunday";"January";"Summer";1;2018
1117;22;"Monday";"January";"Summer";1;2018
1118;23;"Tuesday";"January";"Summer";1;2018
1119;24;"Wednesday";"January";"Summer";1;2018
1120;25;"Thursday";"January";"Summer";1;2018
1121;26;"Friday";"January";"Summer";1;2018
1122;27;"Saturday";"January";"Summer";1;2018
1123;28;"Sunday";"January";"Summer";1;2018
1124;29;"Monday";"January";"Summer";1;2018
1125;30;"Tuesday";"January";"Summer";1;2018
1126;31;"Wednesday";"January";"Summer";1;2018
1127;1;"Thursday";"February";"Summer";1;2018
1128;2;"Friday";"February";"Summer";1;2018
1129;3;"Saturday";"February";"Summer";1;2018
1130;4;"Sunday";"February";"Summer";1;2018
1131;5;"Monday";"February";"Summer";1;2018
1132;6;"Tuesday";"February";"Summer";1;2018
1133;7;"Wednesday";"February";"Summer";1;2018
1134;8;"Thursday";"February";"Summer";1;2018
1135;9;"Friday";"February";"Summer";1;2018
1136;10;"Saturday";"February";"Summer";1;2018
1137;11;"Sunday";"February";"Summer";1;2018
1138;12;"Monday";"February";"Summer";1;2018
1139;13;"Tuesday";"February";"Summer";1;2018
1140;14;"Wednesday";"February";"Summer";1;2018
1141;15;"Thursday";"February";"Summer";1;2018
1142;16;"Friday";"February";"Summer";1;2018
1143;17;"Saturday";"February";"Summer";1;2018
1144;18;"Sunday";"February";"Summer";1;2018
1145;19;"Monday";"February";"Summer";1;2018
1146;20;"Tuesday";"February";"Summer";1;2018
1147;21;"Wednesday";"February";"Summer";1;2018
1148;22;"Thursday";"February";"Summer";1;2018
1149;23;"Friday";"February";"Summer";1;2018
1150;24;"Saturday";"February";"Summer";1;2018
1151;25;"Sunday";"February";"Summer";1;2018
1152;26;"Monday";"February";"Summer";1;2018
1153;27;"Tuesday";"February";"Summer";1;2018
1154;28;"Wednesday";"February";"Summer";1;2018
1155;1;"Thursday";"March";"Autumn";1;2018
1156;2;"Friday";"March";"Autumn";1;2018
1157;3;"Saturday";"March";"Autumn";1;2018
1158;4;"Sunday";"March";"Autumn";1;2018
1159;5;"Monday";"March";"Autumn";1;2018
1160;6;"Tuesday";"March";"Autumn";1;2018
1161;7;"Wednesday";"March";"Autumn";1;2018
1162;8;"Thursday";"March";"Autumn";1;2018
1163;9;"Friday";"March";"Autumn";1;2018
1164;10;"Saturday";"March";"Autumn";1;2018
1165;11;"Sunday";"March";"Autumn";1;2018
1166;12;"Monday";"March";"Autumn";1;2018
1167;13;"Tuesday";"March";"Autumn";1;2018
1168;14;"Wednesday";"March";"Autumn";1;2018
1169;15;"Thursday";"March";"Autumn";1;2018
1170;16;"Friday";"March";"Autumn";1;2018
1171;17;"Saturday";"March";"Autumn";1;2018
1172;18;"Sunday";"March";"Autumn";1;2018
1173;19;"Monday";"March";"Autumn";1;2018
1174;20;"Tuesday";"March";"Autumn";1;2018
1175;21;"Wednesday";"March";"Autumn";1;2018
1176;22;"Thursday";"March";"Autumn";1;2018
1177;23;"Friday";"March";"Autumn";1;2018
1178;24;"Saturday";"March";"Autumn";1;2018
1179;25;"Sunday";"March";"Autumn";1;2018
1180;26;"Monday";"March";"Autumn";1;2018
1181;27;"Tuesday";"March";"Autumn";1;2018
1182;28;"Wednesday";"March";"Autumn";1;2018
1183;29;"Thursday";"March";"Autumn";1;2018
1184;30;"Friday";"March";"Autumn";1;2018
1185;31;"Saturday";"March";"Autumn";1;2018
1186;1;"Sunday";"April";"Autumn";2;2018
1187;2;"Monday";"April";"Autumn";2;2018
1188;3;"Tuesday";"April";"Autumn";2;2018
1189;4;"Wednesday";"April";"Autumn";2;2018
1190;5;"Thursday";"April";"Autumn";2;2018
1191;6;"Friday";"April";"Autumn";2;2018
1192;7;"Saturday";"April";"Autumn";2;2018
1193;8;"Sunday";"April";"Autumn";2;2018
1194;9;"Monday";"April";"Autumn";2;2018
1195;10;"Tuesday";"April";"Autumn";2;2018
1196;11;"Wednesday";"April";"Autumn";2;2018
1197;12;"Thursday";"April";"Autumn";2;2018
1198;13;"Friday";"April";"Autumn";2;2018
1199;14;"Saturday";"April";"Autumn";2;2018
1200;15;"Sunday";"April";"Autumn";2;2018
1201;16;"Monday";"April";"Autumn";2;2018
1202;17;"Tuesday";"April";"Autumn";2;2018
1203;18;"Wednesday";"April";"Autumn";2;2018
1204;19;"Thursday";"April";"Autumn";2;2018
1205;20;"Friday";"April";"Autumn";2;2018
1206;21;"Saturday";"April";"Autumn";2;2018
1207;22;"Sunday";"April";"Autumn";2;2018
1208;23;"Monday";"April";"Autumn";2;2018
1209;24;"Tuesday";"April";"Autumn";2;2018
1210;25;"Wednesday";"April";"Autumn";2;2018
1211;26;"Thursday";"April";"Autumn";2;2018
1212;27;"Friday";"April";"Autumn";2;2018
1213;28;"Saturday";"April";"Autumn";2;2018
1214;29;"Sunday";"April";"Autumn";2;2018
1215;30;"Monday";"April";"Autumn";2;2018
1216;1;"Tuesday";"May";"Autumn";2;2018
1217;2;"Wednesday";"May";"Autumn";2;2018
1218;3;"Thursday";"May";"Autumn";2;2018
1219;4;"Friday";"May";"Autumn";2;2018
1220;5;"Saturday";"May";"Autumn";2;2018
1221;6;"Sunday";"May";"Autumn";2;2018
1222;7;"Monday";"May";"Autumn";2;2018
1223;8;"Tuesday";"May";"Autumn";2;2018
1224;9;"Wednesday";"May";"Autumn";2;2018
1225;10;"Thursday";"May";"Autumn";2;2018
1226;11;"Friday";"May";"Autumn";2;2018
1227;12;"Saturday";"May";"Autumn";2;2018
1228;13;"Sunday";"May";"Autumn";2;2018
1229;14;"Monday";"May";"Autumn";2;2018
1230;15;"Tuesday";"May";"Autumn";2;2018
1231;16;"Wednesday";"May";"Autumn";2;2018
1232;17;"Thursday";"May";"Autumn";2;2018
1233;18;"Friday";"May";"Autumn";2;2018
1234;19;"Saturday";"May";"Autumn";2;2018
1235;20;"Sunday";"May";"Autumn";2;2018
1236;21;"Monday";"May";"Autumn";2;2018
1237;22;"Tuesday";"May";"Autumn";2;2018
1238;23;"Wednesday";"May";"Autumn";2;2018
1239;24;"Thursday";"May";"Autumn";2;2018
1240;25;"Friday";"May";"Autumn";2;2018
